Title,Type,URL,category,sub_categories,Publish date,Publish month,Publish year,Last update,Last update month,Last update year,January,February,March,April,May,June,July,August,September,October,November,December
"Meta Movie Gen Guide: How It Works, Examples, Comparison",blogs,/blog/movie-gen-meta,Artificial Intelligence,['Large Language Models'],2024-10-17,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,5865,3753.6,2718.6
Fine-Tuning Phi-3.5 on E-Commerce Classification Dataset,tutorials,/tutorial/fine-tuning-phi-3-5,Large Language Models,['Artificial Intelligence'],2024-10-10,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,3877.8,7576.2,4843.8
Structural Equation Modeling: What It Is and When to Use It,tutorials,/tutorial/structural-equation-modeling,Python,['Data Science'],2024-10-02,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,6458.4,20189.4,21417.6
Minkowski Distance: A Comprehensive Guide,tutorials,/tutorial/minkowski-distance,Data Science,['Python'],2024-10-09,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,3187.8,6141,5533.8
Synthetic Data Generation: A Hands-On Guide in Python,tutorials,/tutorial/synthetic-data-generation,Data Science,['Data Science'],2024-10-21,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,2359.8,12861.6,16132.2
Python Turtle Graphics: A Fun Way to Learn the Basics,tutorials,/tutorial/turtle-graphics,Python,['Data Visualization'],2024-10-03,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,12627,23970.6,25709.4
SQS vs SNS: Understanding AWS Messaging Services,blogs,/blog/sqs-vs-sns,AWS,['Data Engineering'],2024-10-22,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,427.8,2359.8,5727
RMSprop Optimizer Tutorial: Intuition and Implementation in Python,tutorials,/tutorial/rmsprop-optimizer-tutorial,Python,['Machine Learning'],2024-10-23,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,317.4,1214.4,1683.6
Unsloth Guide: Optimize and Speed Up LLM Fine-Tuning,tutorials,/tutorial/unsloth-guide-optimize-and-speed-up-llm-fine-tuning,Large Language Models,['Artificial Intelligence'],2024-10-09,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,6458.4,10074,9922.2
Arithmetic Mean: A Foundational Tool for Data Analysis,tutorials,/tutorial/arithmetic-mean,Data Analysis,['Data Science'],2024-10-28,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,96.6,441.6,455.4
Normalization vs. Standardization: How to Know the Difference,tutorials,/tutorial/normalization-vs-standardization,Data Analysis,['Data Science'],2024-10-15,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,6472.2,27130.8,28290
Federated Learning: A Thorough Guide to Collaborative AI,blogs,/blog/federated-learning,Artificial Intelligence,"['AI for Business', 'Cloud']",2024-10-04,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,979.8,2939.4,2014.8
Python NiceGUI: Build Powerful Web Interfaces with Ease,tutorials,/tutorial/nicegui,Python,['Data Science'],2024-10-09,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,3339.6,4871.4,4512.6
AWS Certified Developer Associate: How To Pass The Exam,blogs,/blog/aws-certified-developer-associate,AWS,"['AWS', 'Cloud']",2024-10-10,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,1283.4,4719.6,7590
Speculative RAG Implementation With Transformers,tutorials,/tutorial/speculative-rag,Artificial Intelligence,['Large Language Models'],2024-10-10,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,883.2,1462.8,1035
"AI in Project Management: Key Benefits, Tools, and Trends",blogs,/blog/ai-in-project-management,Cloud,"['Artificial Intelligence', 'For Business']",2024-10-31,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,27.6,2194.2,4374.6
Top 27 Azure Data Factory Interview Questions and Answers,blogs,/blog/azure-data-factory-interview-questions,Azure,['Data Engineering'],2024-10-31,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,0,17153.4,27379.2
Excel vs. Google Sheets: Which Spreadsheet Tool is Best for You?,blogs,/blog/excel-vs-google-sheets,Excel,['Data Analysis'],2024-10-30,2024-10,2024,,,,0,0,0,0,0,0,0,0,0,13.8,1117.8,786.6
The A* Algorithm: A Complete Guide,tutorials,/tutorial/a-star-algorithm,Machine Learning,['Artificial Intelligence'],2024-11-07,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,13372.2,29269.8
AI in Supply Chain: Key Applications and Benefits for Businesses,blogs,/blog/ai-in-supply-chain,Cloud,"['Artificial Intelligence', 'For Business']",2024-11-14,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,869.4,1807.8
Top 20 LLM Guardrails With Examples,blogs,/blog/llm-guardrails,Artificial Intelligence,"['Large Language Models', 'Generative AI']",2024-11-08,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,5133.6,8776.8
Anthropic's Contextual Retrieval: A Guide With Implementation,tutorials,/tutorial/contextual-retrieval-anthropic,Artificial Intelligence,['Large Language Models'],2024-11-29,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,96.6,1738.8
SQL Pivot Rows to Columns: A Comprehensive Guide,tutorials,/tutorial/sql-pivot-rows-to-columns,SQL,['Data Engineering'],2024-11-26,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,165.6,5078.4
How to Use Homebrew to Install PostgreSQL on Mac,tutorials,/tutorial/brew-install-postgres,PostgreSQL,"['SQL', 'Data Engineering']",2024-11-17,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,1642.2,4609.2
ChatGPT for Retail: Practical Applications and Strategies for Retailers,blogs,/blog/chatgpt-for-retail,Cloud,"['Artificial Intelligence', 'AI for Business']",2024-11-20,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,165.6,276
Harmonic Mean Explained: A Guide to Rates and Ratios,tutorials,/tutorial/harmonic-mean,Data Science,['Data Analysis'],2024-11-26,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,41.4,772.8
Recursive Retrieval for RAG: Implementation With LlamaIndex,tutorials,/tutorial/recursive-retrieval-rag-llamaindex,Artificial Intelligence,['Large Language Models'],2024-11-13,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,786.6,1421.4
Introduction to Podman for Machine Learning: Streamlining MLOps Workflows,tutorials,/tutorial/introduction-to-podman-for-machine-learning-streamlining-ml-ops-workflows,MLOps,"['Machine Learning', 'Artificial Intelligence']",2024-11-06,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,538.2,441.6
Iloc vs Loc in Pandas: A Guide With Examples,tutorials,/tutorial/loc-vs-iloc,Data Science,['Python'],2024-11-21,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,1338.6,6237.6
Geometric Mean: A Measure for Growth and Compounding,tutorials,/tutorial/geometric-mean,Data Analysis,['Data Science'],2024-11-01,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,1614.6,2815.2
How to Learn Azure: A Beginner’s Guide to Microsoft’s Cloud Platform,blogs,/blog/how-to-learn-azure,Azure,['Big Data'],2024-11-30,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,27.6,648.6
Learn Data Engineering From Scratch in 2025: The Complete Guide,blogs,/blog/how-to-learn-data-engineering,Data Engineering,['Data Engineering'],2024-11-23,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,8956.2,5506.2
Top 30 Generative AI Interview Questions and Answers for 2024,blogs,/blog/genai-interview-questions,Generative AI,"['Artificial Intelligence', 'Large Language Models']",2024-11-06,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,39123,60140.4
Machine Learning with Python & Snowflake Cortex AI: A Guide,tutorials,/tutorial/snowflake-cortex-ai,Snowflake,"['Artificial Intelligence', 'Python', 'Machine Learning']",2024-11-08,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,1462.8,1807.8
Learn PySpark From Scratch in 2025: The Complete Guide,blogs,/blog/learn-pyspark,PySpark,['Data Engineering'],2024-11-24,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,303.6,1904.4
Python Bar Plot: Master Basic and More Advanced Techniques,tutorials,/tutorial/python-bar-plot,Python,['Data Analysis'],2024-11-06,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,1780.2,6016.8
What is Third Normal Form (3NF)?,tutorials,/tutorial/third-normal-form,Data Engineering,['SQL'],2024-11-18,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,2484,9522
How to Highlight Duplicates in Excel,tutorials,/tutorial/highlight-duplicates-excel,Excel,['Data Analysis'],2024-11-13,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,828,3850.2
Celebrating Saghar Hazinyar: A DataCamp Donates Scholarship Recipient and Code to Inspire Graduate,blogs,/blog/celebrating-saghar-hazinyar-a-datacamp-donates-scholarship-recipient-and-code-to-inspire-graduate,DataCamp Donates,['Learner Stories'],2024-11-15,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,138,138
ActiveMQ vs Kafka: Differences & Use Cases Explained,blogs,/blog/activemq-vs-kafka,Kafka,['Data Engineering'],2024-11-03,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,676.2,1228.2
Depth-First Search in Python: Traversing Graphs and Trees,tutorials,/tutorial/depth-first-search-in-python,Python,['Data Science'],2024-11-03,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,3463.8,6844.8
"ROI of AI: Key Drivers, KPIs & Challenges",blogs,/blog/roi-of-ai,Cloud,"['Artificial Intelligence', 'For Business']",2024-11-14,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,869.4,1352.4
AWS Multi-Agent Orchestrator: A Guide With Examples,tutorials,/tutorial/aws-multi-agent-orchestrator,Artificial Intelligence,['Large Language Models'],2024-11-29,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,82.8,5119.8
ChatGPT in Education: Empowering Educators,blogs,/blog/chat-gpt-in-education,ChatGPT,"['AI for Business', 'Artificial Intelligence']",2024-11-29,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,55.2,979.8
HumanEval: A Benchmark for Evaluating LLM Code Generation Capabilities,tutorials,/tutorial/humaneval-benchmark-for-evaluating-llm-code-generation-capabilities,Artificial Intelligence,['Large Language Models'],2024-11-13,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,4885.2,6637.8
What is a DAG? A Practical Guide with Examples,blogs,/blog/what-is-a-dag,Data Engineering,['Airflow'],2024-11-21,2024-11,2024,,,,0,0,0,0,0,0,0,0,0,0,1228.2,6182.4
"What Is Google's Veo 2? How to Access It, Features, Examples",blogs,/blog/veo-2,Artificial Intelligence,['Large Language Models'],2024-12-18,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,152752.2
Top 51 Data Warehouse Interview Questions and Answers for 2025,blogs,/blog/data-warehouse-interview-questions,Data Engineering,['Business Intelligence'],2024-12-04,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,6624
"What Is OpenAI's O1 Pro Mode? Features, ChatGPT Pro & More",blogs,/blog/o1-pro-mode,Artificial Intelligence,['Large Language Models'],2024-12-05,2024-12,2024,2024-12-09,December,2024,0,0,0,0,0,0,0,0,0,0,0,83393.4
ECS vs EKS: Which AWS Container Service is Right for You?,blogs,/blog/ecs-vs-eks,Cloud,['AWS'],2024-12-26,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,386.4
"The Top 26 DataCamp Articles of 2024: Career Guidance, AI Insights, and Data Trends",blogs,/blog/top-datacamp-articles,Artificial Intelligence,['Career Services'],2024-12-24,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,317.4
A Practical Guide to Understanding GDPR Compliance,blogs,/blog/understanding-gdpr-compliance,For Business,['For Business'],2024-12-20,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,138
Metaflow Tutorial for Beginners: Build and Scale Data Workflows,tutorials,/tutorial/metaflow,MLOps,['Python'],2024-12-19,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,538.2
Gemini 2.0 Flash: Step-by-Step Tutorial With Demo Project,tutorials,/tutorial/gemini-2-0-flash,Artificial Intelligence,['Large Language Models'],2024-12-16,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,13689.6
Master Python's argparse Module: Build Better CLIs,tutorials,/tutorial/python-argparse,Python,['Python'],2024-12-03,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,883.2
pytest-mock Tutorial: A Beginner’s Guide to Mocking in Python,tutorials,/tutorial/pytest-mock,Python,['Python'],2024-12-18,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,897
Reinforcement Learning with Gymnasium: A Practical Guide,tutorials,/tutorial/reinforcement-learning-with-gymnasium,Machine Learning,['Python'],2024-12-25,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,441.6
How to Maintain Data Security,blogs,/blog/how-to-maintain-data-security,For Business,['Data Governance'],2024-12-10,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,345
From Excel to Python: A Senior Analyst's Journey to Data Science,blogs,/blog/from-excel-to-python-a-senior-analysts-journey-to-data-science,Learner Stories,['Data Analysis'],2024-12-13,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,234.6
AI Talent Shortages: How to Build AI Literacy in Your Business,blogs,/blog/ai-talent-shortages,AI for Business,"['Artificial Intelligence', 'For Business']",2024-12-20,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,524.4
"What Is Meta's Llama 3.3 70B? How It Works, Use Cases & More",blogs,/blog/llama-3-3-70b,Artificial Intelligence,['Large Language Models'],2024-12-06,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,78494.4
I Tested QwQ-32B-Preview: Alibaba’s Reasoning Model,blogs,/blog/qwq-32b-preview,Artificial Intelligence,['Large Language Models'],2024-12-10,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,7010.4
Top 34 MySQL Interview Questions and Answers For 2025,blogs,/blog/mysql-interview-questions,MySQL,['SQL'],2024-12-25,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,565.8
ChatGPT Canvas: A Guide With Examples,blogs,/blog/chatgpt-canvas,Artificial Intelligence,['ChatGPT'],2024-12-10,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,9618.6
Qwen 2.5 Coder: A Guide With Examples,tutorials,/tutorial/qwen-coder-2-5,Artificial Intelligence,['Large Language Models'],2024-12-12,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,11702.4
"AI in Retail: Transforming Efficiency, Personalization, and Customer Experience",blogs,/blog/ai-in-retail,AI for Business,"['For Business', 'Artificial Intelligence']",2024-12-20,2024-12,2024,,,,0,0,0,0,0,0,0,0,0,0,0,193.2
